Bike,Description,Price,Year,Location,State,Listed,Source,Link,Category_dual.sport,Category_enduro.bikes,Category_mini.bikes,Category_motocross.bikes,Category_trail.bikes
CRF150R,"2007 HONDA CRF 150 R BIG WHEEL SUPERMOTOThis is a 2007 Honda CRF 150R (big wheel). It was setup for supermoto from new, and has never been run in dirt. The forks and shock have been re-valved, re-sprung and lowered for asphalt riding. Stock springs included with sale. A Daniel Crower cam has been installed. Stock cam included with sale. Its currently on 12"" wheels with Sava race slicks. Tires only have one day of run time on them. Also included are a set of 17"" wheels & tires, and the stock 19""/16"" wheels with rain tires, all with …","$3,400",2007,Oak Ridge,NC,08/07/17 1:58 am (4 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e292206573740),1,0,1,1,0
,"2007 HONDA CRF 150 R BIG WHEEL SUPERMOTOThis is a 2007 Honda CRF 150R (big wheel). It was setup for supermoto from new, and has never been run in dirt. The forks and shock have been re-valved, re-sprung and lowered for asphalt riding. Stock springs included with sale. A Daniel Crower cam has been installed. Stock cam included with sale. Its currently on 12"" wheels with Sava race slicks. Tires only have one day of run time on them. Also included are a set of 17"" wheels & tires, and the stock 19""/16"" wheels with rain tires, all with …","$3,400",2007,Oak Ridge,NC,08/07/17 1:58 am (4 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e292206573740),1,0,1,1,0
KX85,"2005 Kawasaki KX 85 * NO RESERVE AUCTION * RUNS GOOD * DRIVES GOOD *2005 Kawasaki KX 85VIN# JKBKXFAC25A027823Up for sale is a 2005 KX 85 motocross dirt bike. Good running and riding bike. Runs great and pulls like a monster. Runs/rides great. Bike has typical scratches and wear, tires in great condition .Seat has small tear in picture, handgrips need replacing, and right brake handle needs replacing. It's an awesome dirt bike, motocross, not a show bike. Runs, rides and shifts good. Priced to sell Thanks for looking. Any question please email me . PLEASE LOOK …","$1,199 (auction)",2005,Aston,PA,08/07/17 2:43 am (4 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e292206603896),0,0,1,0,0
KTM 65,2008 KTM 65 SX Motocross Bike2008 KTM 65 SXGreat shapeLow hoursNeeds nothing but a new riderMoved up to an 85$1200 or best offer,$999 (auction),2008,Holland Patent,NY,08/10/17 9:50 pm (19 hours ago),eBay,[Link](http://www.bikefinds.com/for-sale/e292210780870),0,0,1,0,0
125cc pit bike,2016 pit bike 125cc with papers2016 pit bike with all papers good condition comes with comfortable seat Has owners Manuel and pinkslip it's registered asking 600 located in Hayward ca,$600,2016,hayward / castro valley,CA,08/07/17 9:51 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e29e2bf350e5b386ae16782e0ee77720),0,0,1,0,0
CRF70F,CRF70Great running clean little 2006 CRF70 no clutch great beginner's bike.,$750,2006,Thorndale,TX,08/10/17 3:20 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e2c4e8a9bd5e3387e5fa4fa542740707),0,0,1,0,0
Cobra 65,Cobra 65 Kids Dirt BikeThe pictures do not do this bike justice. The bike runs and rides perfect. Just had new front brakes installed on it as well. show contact info,"$1,500",NA,Tucker,GA,08/10/17 1:21 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e2dd7baf4777df5e976f740264b67766),0,0,1,0,0
Z50,"Honda Z50 minitrail Z50A-k2 Vintage,Monkey Bike, No Reserve NR1971 Honda Z50A k2 mini trail. starts second kick, runs good, drives out good and shifts through all 3 gears. Carb. cleaned and oil changed this week. Seat has black tape over rips in seat. Great vintage bike to restore or fine like it is. Very collectable bike so here is your chance to own your very own. Just let the pictures speak for themselves, hard to tell its an 47 year old bike. No title. Prefer local pick up but will ship if buyer arranges shipping and handling.",$ 4 (auction),NA,Perryville,MO,08/11/17 5:21 pm (28 minutes ago),eBay,[Link](http://www.bikefinds.com/for-sale/e322635015897),0,0,1,0,0
Z50,"Z50R - All Original, Very Clean, Runs Perfect. Great addition to any collection!1992 Honda Z50R: White w/ Red seat. Has had a recent tune-up and runs great. No notable cosmetic flaws. No title. Sold on Bill of Sale only.","$2,700",1992,Conroe,TX,07/25/17 4:07 pm (17 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e362050018164),0,0,1,0,0
YZ80,"1976 YAMAHA YZ80 YZ-80 YZ 80 DIRT BIKEUp for sale: 1976 YZ80 TWIN SHOCK NICE SHAPE FOR A DIRT BIKE RAN EARLY THIS YEAR NOT TITLE ITS A DIRT BIKE KICKS OVER WILL RUN SEE TERMS OF LISTING BELOW (BLACK BOX) ***Item is up for auction, ending price is ending bid plus $129 service fee (required for title transfer, paperwork is required by our state as a dealership to transfer title to buyer), plus $175 shipping within the continental United States (AK, HI and international bidders please request a quote before bidding) plus sales …","$1,299",1976,Appleton,WI,08/07/17 8:04 pm (3 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e362064042943),0,0,1,1,0
YZ80,"1976 YAMAHA YZ80 YZ-80 YZ 80 DIRT BIKEUp for sale: 1976 YZ80 TWIN SHOCK NICE SHAPE FOR A DIRT BIKE RAN EARLY THIS YEAR NOT TITLE ITS A DIRT BIKE KICKS OVER WILL RUN SEE TERMS OF LISTING BELOW (BLACK BOX) ***Item is up for auction, ending price is ending bid plus $129 service fee (required for title transfer, paperwork is required by our state as a dealership to transfer title to buyer), plus $175 shipping within the continental United States (AK, HI and international bidders please request a quote before bidding) plus sales …","$1,299",1976,Appleton,WI,08/07/17 8:04 pm (3 days ago),eBay,[Link](http://www.bikefinds.com/for-sale/e362064042943),0,0,1,1,0
CRF80F,"2006 Honda CRF80F CRF80 CRF 80 Motorcycle - Virtually showroom newWith a seat height of only 29 inches, the CRF80F is the perfect beginner bike for the pre teen or smaller adult. Virtually showroom new, this 80cc four stroke motorcycle has seen less than 20 hours use lifetime. It was stored in a cottage several hours from our home and was used minimally a few weekends each year and always under adult supervision. It was never dumped, jumped, or raced. Excellent mechanical and cosmetic condition with all original parts - clean plastic, perfect decals, and …","$1,500",2006,Fort Collins,CO,08/11/17 1:41 am (16 hours ago),eBay,[Link](http://www.bikefinds.com/for-sale/e372041243028),0,0,1,0,0
KX65,"kawasaki kx60,kawasaki dirt bike,kx60 dirt bike, moto cross bike,kawasakiyou are bidding on a nice used kx60 Kawasaki dirt bike that will make someone an excellent used dirt bike for the money, the bike starts right up and runs out great and was just serviced , this bike is located in northwest ohio in lima ohio I do not accept pay pal sorry, but you can do a bank wire transfer, credit card or cash at time of pick up,","$1,375",2002,Lima,OH,08/10/17 3:51 pm (1 day ago),eBay,[Link](http://www.bikefinds.com/for-sale/e382191289430),0,0,1,0,0
KX80,"1999 Kawasaki kx80 big wheel1999 Kawasaki kx80 big wheel , runs like new, very fast , has new crank and wisco piston , starts on first kick , new tires and tubs , new Farings, garage kept, $1700 cash call or text show contact info","$1,700",1999,Spring branch,TX,08/07/17 1:14 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e385855ef1ad937fd49827ad49debb90),0,0,1,0,0
TTR 90,Beginners bike Yamaha ttr 902006 Yamaha ttr 90. My son just didn't show any interest in riding. It has a new battery and a new tube in the rear also has a new carb rebuild. It has a semi automatic three speed with no clutch. Easy to ride. Runs great. Also have a 2009 husaberg f [...],$800,2006,Lovelady,TX,08/11/17 12:32 am (17 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e4a1e960ea902f69e49deed0f832c030),0,0,1,0,0
RM80,1999 rm 80For sale is my 1999 rm 80. Runs Great. 2 stroke 5 speed. Was freshly rebuilt before I got in trade about a year and half ago. I only rode 3 times. Has new back tire. With new plastics it would be a great bike. Reg til June of 2018 Pink in hand. N [...],"$1,000",1999,Roseville,CA,08/10/17 9:25 pm (20 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e502cfb48bc4bfb2ea4450e7f217ba45),0,0,1,0,0
YZ85,Yamaha yz85Yamaha yz85. Runs great,"$1,500",NA,Warsaw KY,KY,08/11/17 4:14 am (13 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e613c469238edf4f7c8afb03229811fd),0,0,1,1,0
YZ85,Yamaha yz85Yamaha yz85. Runs great,"$1,500",NA,Warsaw KY,KY,08/11/17 4:14 am (13 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e613c469238edf4f7c8afb03229811fd),0,0,1,1,0
XR100,Honda XR 100 (2002)This bike is in GREAT SHAPE! Running very well. The bike is in very sound running condition and has been serviced on regular intervals. Cosmetically in very nice shape as well. Great bike for sure. The bike can be viewed at ProLine Motor Sports in [...],"$1,299",2002,Loganville,GA,08/10/17 4:57 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e686e4374617b12dbf1168356627cd74),0,0,1,0,0
CRF150R,Clean Crf150rbI have a 2014 crf150rb for sale it has a clean title and is ready to race! It has a fresh top end with 2 rides on it. 3600 firm show contact info Aftermarket parts: Evo suspension with race tech fork springs High comp piston Pro taper oversized pegs Fu [...],"$3,600",2014,Cave Creek,AZ,08/09/17 6:04 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e6887114b2b3d069b09951505e09db2d),0,0,1,1,0
CRF150R,Clean Crf150rbI have a 2014 crf150rb for sale it has a clean title and is ready to race! It has a fresh top end with 2 rides on it. 3600 firm show contact info Aftermarket parts: Evo suspension with race tech fork springs High comp piston Pro taper oversized pegs Fu [...],"$3,600",2014,Cave Creek,AZ,08/09/17 6:04 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e6887114b2b3d069b09951505e09db2d),0,0,1,1,0
CRF150F,2015 crf150Crf150 it's basically brand new. Only ridden like 5 times under 10 hours. Has a brand new battery it has current registration it's green sticker only thing it needs is a chain 2800 obo call or txt show contact info,"$2,800",2015,pittsburg / antioch,CA,08/10/17 1:19 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e75cfbbf10473acb1613cf4252e4ee8c),0,0,1,0,1
CRF150F,2015 crf150Crf150 it's basically brand new. Only ridden like 5 times under 10 hours. Has a brand new battery it has current registration it's green sticker only thing it needs is a chain 2800 obo call or txt show contact info,"$2,800",2015,pittsburg / antioch,CA,08/10/17 1:19 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e75cfbbf10473acb1613cf4252e4ee8c),0,0,1,0,1
CR85,"2007 Honda CR 85 BIG WHEEL WITH TITLE I like to buy, sell and tradeUp for sale is my 2007 Honda CR 85 BIG WHEEL bike. Honda makes 2 versions of this bike. One has a 14"" tire on the rear and the other has a 16"" rear tire. This is the big tire version. (I have a small wheel version also if thats what your looking for) [...]","$1,799",2007,Fort Lauderdale,FL,08/07/17 6:54 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e7624cf5f2b2dc35b877826620dd1f53),0,0,1,1,0
CR85,"2007 Honda CR 85 BIG WHEEL WITH TITLE I like to buy, sell and tradeUp for sale is my 2007 Honda CR 85 BIG WHEEL bike. Honda makes 2 versions of this bike. One has a 14"" tire on the rear and the other has a 16"" rear tire. This is the big tire version. (I have a small wheel version also if thats what your looking for) [...]","$1,799",2007,Fort Lauderdale,FL,08/07/17 6:54 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e7624cf5f2b2dc35b877826620dd1f53),0,0,1,1,0
PW50,"PW 50 2009 YAMAHAHello, I have for sale my 2009 yamaha pw 50, in great shape runs great as well, needs nothing but a rider, asking $700 or best cash offer. For more info or to set up a time to come and look at the bike call or text me at show contact info show contact info",$700,2009,Hanover MD,MD,08/11/17 6:55 am (10 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e783cc522f94be5b794fde71a280ba42),0,0,1,0,0
XR50,2003 Honda XR 50r2003 Honda XR 50r Asking 500 Green sticker till June 2019 Call or text show contact info Just clean the carburetor start easy and runs real good,$500,2003,Lancaster,CA,08/09/17 7:44 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e83bffadd25095eee6169e005fc3e7d6),0,0,1,0,0
KTM 50,"2002 KTM 50 SX PROKTM 50SX PRO . IT IS AUTOMATIC AND SUPER EASY AND FUN TO RIDE FOR THE KIDS AND RUNS GREAT IT HAS FMF FULL EXHAUST AND A UNI FILTER BESIDES THAT IT IS ALL STOCK , I HAVE A CLEAN TITLE IN HAND ASKING $1100 OBO PW50 PW CRF50 TTR50 50CC CRF TTR CC DIRTB [...]","$1,100",2002,PHOENIX,AZ,08/08/17 12:36 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e8a614da851b092b994c6adea26cbdbd),0,0,1,0,0
125cc pit bike,"2014 coolster pit bike 125ccUp for sale is my rarely used 2014 coolster, Minnesota made bike. All new tires air filter chain sprockets tire tubes grips and exhaust. Tags pitbike pit bike dirt bike 125",$650,2014,Loretto,MN,08/10/17 4:31 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e8bccf69927d243dccf0141cc96a28d9),0,0,1,0,0
XR70,"1999 Honda XR70 XR 701999 Honda XR70R - Green sticker - The bike is in excellent condition, has very low hours, runs strong, has no issue at all. Title in hand and registration is up to date. If interested, please contact me @ show contact info","$1,200",1999,dublin / pleasanton / livermore,CA,08/08/17 2:55 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e8df2e3921d0b33781cbd730792ca073),0,0,1,0,0
JR50,"Suzuki JR 50, 20062006 Suzuki JR 50, runs great, one gear down--back up is neutral. Super cool bike, nice looking as well. Title in hand. Call Phil show contact info",$850,2006,Hillsboro,OR,08/09/17 2:31 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e9b65b836d99f0f2500aee39cce79bbe),0,0,1,0,0
RM80,"1998 suzuki rm 80Got a 98 suzuki rm 80 for sale. Havnt had the bike too long, was traded on top of cash for a jeep. Runs like little demon! Tire pulls off the ground without trying through 3rd no problem. Im 200lbs, cant imagine how quick this would be for a kid th [...]",$500,1998,Encanto,CA,08/08/17 5:01 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/e9f14356043d302a7162959e5745cd7b),0,0,1,0,0
125cc pit bike,"SSR 125 PitbikeI have my SSR 125 pitbike for sale. Brand new carb, plugs and filter and just had a valve adjustment. Bike runs good. Just don't ride it and don't have a place to put it. 450 obo. Things a champ, shifts good, rides good and brand new plastics. Does h [...]",$450,NA,Oceanside,CA,08/11/17 12:58 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ea5a060170bb4401d27874cc797ea710),0,0,1,0,0
KTM 65,"ktm 65 sxktm 65 sx bike is in nice shape new piston kit and gaskets, tires are good, pro circuit pipe and silencer. Top shape this was my grandsons back up.","$2,300",NA,washougal,WA,08/07/17 4:02 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ea61c7b1e9912c7c66c83396597f8619),0,0,1,0,0
KTM 85,"2014 ktm 85 sxRuns great, we'll maintained, need rear brake cylinder","$2,500",2014,Waterford,MI,08/07/17 11:12 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ea82f48eee59acd57c7752edca5bfd19),0,0,1,1,0
KTM 85,"2014 ktm 85 sxRuns great, we'll maintained, need rear brake cylinder","$2,500",2014,Waterford,MI,08/07/17 11:12 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ea82f48eee59acd57c7752edca5bfd19),0,0,1,1,0
Cobra 50,"cobra 502017 Cobra FWE 50 All stock, very low hours, and a fresh Pax top end. Email, text, or call 559-303-nine two eight nine","$4,000",2017,Los Angeles,CA,08/08/17 2:43 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/eab40046bf3d840ae874da92ac535bbd),0,0,1,0,0
Cobra 50,"2016 Cobra 50 SR / Possible Trade2016 Cobra CX50� condition:�like new� engine displacement (CC):�50� fuel:�gas� transmission:�automatic� This is a 2016.5 Cobra CX50 SR FWE. This thing has been meticulously maintained. New wheel bearings, new clutch and basket, newer ti [...]","$3,300",2016,Springfield,MO,08/07/17 1:50 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ebe53914f1a77a26d5b21260c4e749f5),0,0,1,0,0
CRF150F,2004 CRF 150FBought for my daughters to ride. Excellent condition. They ride it maybe once a month. Starts right up. Well maintained. Not in hurry to sell. I have 2 of these bikes for sale. Clean title.,"$1,600",2004,Southwest Austin,TX,08/07/17 1:02 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ebf51b1401369dc45654c4c458b7ef86),0,0,1,0,1
CRF150F,2004 CRF 150FBought for my daughters to ride. Excellent condition. They ride it maybe once a month. Starts right up. Well maintained. Not in hurry to sell. I have 2 of these bikes for sale. Clean title.,"$1,600",2004,Southwest Austin,TX,08/07/17 1:02 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ebf51b1401369dc45654c4c458b7ef86),0,0,1,0,1
KX65,"2005 Kawaski KX65 ""Price Reduced""This bike is ready to go doesnt need anything except a new owner well maintained all fluids are fresh even has a full tank of gas not in a rush to sell and not going to take anything less than $1300 text me if your interested show contact info","$1,300",2005,rohnert pk / cotati,CA,08/08/17 2:56 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ec0f09eb71b76beaf697bff06bbbdb6a),0,0,1,0,0
KTM 50,"KTM 50 Mini Adventure2002 KTM 50 mini adventure in great shape. This has new tires, tubes and handguards. It has never been raced and used lightly in the desert by us and at pala by our friends daughter before us. This has no clutch and is an automatic. Just start it [...]",$850,2002,Escondido,CA,08/10/17 1:28 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ec3ef4a12e071d0e2456cc87713d2eb2),0,0,1,0,0
CRF50,"2009 Honda CRF 502009 Honda CRF 50 with center mount training wheels. Always maintained, oil just changed, great condition. $1200 Located in Norwalk, Iowa. No trades/no help selling. Call or Text show contact info","$1,200",2009,"Norwalk, Iowa",IA,08/10/17 4:07 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ed8753be3b801533900b7c0872d54ed5),0,0,1,0,0
CRF150F,2006 CRF 1502006 Honda CRF150 in great shape! Has electric start and runs good. All paperwork up to date Pink in hand $2000 cash obo,"$2,000",2006,Los Angeles,CA,08/10/17 2:20 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/edb25bda636732d8e22381bcc16e9e7a),0,0,1,0,1
CRF150F,2006 CRF 1502006 Honda CRF150 in great shape! Has electric start and runs good. All paperwork up to date Pink in hand $2000 cash obo,"$2,000",2006,Los Angeles,CA,08/10/17 2:20 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/edb25bda636732d8e22381bcc16e9e7a),0,0,1,0,1
CRF80F,"2006 Honda CRF80 dirt bike clean runs great low hours..2006 Honda CRF80 dirt bike clean runs great low hours.. Great little dirt bike to learn how to ride on.. Bike needs nothing but a rider and very easy to ride with one kick start.. New oil, plug and fresh gas ready to go.. Bike has very low hours well [...]","$1,200",2006,Charlotte,NC,08/08/17 6:46 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ede898a99804bdbb67b42a7a36898eb1),0,0,1,0,0
KX100,2008 Kawasaki kx100Great Condition just never gets used. Small tire bike. Clean title and current registration.,"$2,300",2008,campbell,CA,08/09/17 5:56 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ee3e4018a9fb7f36ee7fc3072aa1f65e),0,0,1,0,0
YZ80,Yamaha YZ801981 YZ80 rebuilt motor less then 10 hours of ridding it runs and rides great.,$650,1981,Richmond,MI,08/08/17 7:50 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ee48d20836509a7493118ab840770a2e),0,0,1,1,0
YZ80,Yamaha YZ801981 YZ80 rebuilt motor less then 10 hours of ridding it runs and rides great.,$650,1981,Richmond,MI,08/08/17 7:50 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ee48d20836509a7493118ab840770a2e),0,0,1,1,0
XR100,2003 Honda XR100 Big Wheel! OBO or TradeHey guys I have a 03 Honda XR100 manual with clutch! Starts and runs great. Love the bike but I need a two stroke! 1300 OBO or trade for any bike newer than 2000. Just ask worst I can say is no! Will send more pics going to upload later,"$1,300",2003,Castle Rock,CO,08/07/17 5:29 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ef7a70b940bbddbd64179196eb4f078d),0,0,1,0,0
CRF80F,"2006 Honda CRF 80I have a clean and super reliable CRF 80. This thing runs like top, never any issues at all. Great little bike",$950,2006,Vancouver,WA,08/08/17 3:04 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ef8d09c35a4c2072b02388ee1e6b2da1),0,0,1,0,0
KLX 110,KLX 110 2005I'm selling my sons KLX 110 because he out grew the bike. The bike runs great and well maintained. Great bike for a kid that out grew a 50 CC bike.,"$1,050",2005,san jose south,CA,08/07/17 4:03 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/efb69e70c117ce0ede471aead947d030),0,0,1,0,1
KLX 110,KLX 110 2005I'm selling my sons KLX 110 because he out grew the bike. The bike runs great and well maintained. Great bike for a kid that out grew a 50 CC bike.,"$1,050",2005,san jose south,CA,08/07/17 4:03 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/efb69e70c117ce0ede471aead947d030),0,0,1,0,1
RM80,"Dirt bike Suzuki 94 RM80 2Stroke Fully Restored Ready To RideI have a 1994 Suzuki RM80 2 Stroke dirt bike for sale. Full frame off custom restore. Has new All Balls fork seals and Bel Ray fork oil, new All Balls front and rear wheel bearings, new UFO front fender, new Kenda front and rear tires and heavy duty [...]",$950,1994,Dallas,TX,08/08/17 4:37 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/efdcd97ad139d0200e96f12a298454b6),0,0,1,0,0
KDX 80,"KAWASAKI KDX 80KAWASAKI KDX 80,WAS SET UP AND RACED IN MOTOCROSS,NOT RUN IN A FEW YEARS BUT KICKS OVER.WILL NEED A GOING THROUGH.",$400,NA,Tewksbury,MA,08/07/17 7:19 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f01f22e32ce6bb4277bb692814e477a3),0,0,1,0,0
KLX 110,"2007 KAWASAKI KLX110Bike has been stored in garage, has low hours, runs great!! Just maintenance's, new plug, new ignition coil, filter, changed oil, jetted carb, etc... All stock except new headlight just installed... Cash offers only!!","$1,100",2007,LAS VEGAS,NV,08/08/17 5:12 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f06a91caa1b4f1e50f7880c4195e612e),0,0,1,0,1
KLX 110,"2007 KAWASAKI KLX110Bike has been stored in garage, has low hours, runs great!! Just maintenance's, new plug, new ignition coil, filter, changed oil, jetted carb, etc... All stock except new headlight just installed... Cash offers only!!","$1,100",2007,LAS VEGAS,NV,08/08/17 5:12 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f06a91caa1b4f1e50f7880c4195e612e),0,0,1,0,1
YZ85,2003 Yz 85Fresh Rebuild as of last owner . I only put about 5 hours on the motor . Needs nothing but a new rider . New ignition coil .,"$1,100",2003,Brooklyn,NY,08/10/17 8:21 pm (21 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f1451a345b34616ad83ea9082083390a),0,0,1,1,0
YZ85,2003 Yz 85Fresh Rebuild as of last owner . I only put about 5 hours on the motor . Needs nothing but a new rider . New ignition coil .,"$1,100",2003,Brooklyn,NY,08/10/17 8:21 pm (21 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f1451a345b34616ad83ea9082083390a),0,0,1,1,0
CRF50,"2011 crf50 pit bikeManual clutch kit, billet engine covers, bbr clamps, fast50 swing arm and suspension, stock wheels, pro taper bars, 88cc kit, fmf exhaust, runs great, lots of fun, powder coated frame, have a brand new set of graphics for it also $1100 no title","$1,200",2011,Houston,TX,08/07/17 11:22 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f1b163e7090f0c42232c165da808eabc),0,0,1,0,0
Z50,"1969 Honda Z50 Mini TrialI am selling my awesome Z50. It has been fully restored. I bought it to put in a glass display case in my office. I had one of these when I was kid, and it makes me, and everyone else smile as soon as they lay eyes on it. It was blue and in pretty go [...]","$2,600",1969,Wimberley,TX,08/10/17 12:58 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f1d13d36dabece21abe2ede7ad8fa1ab),0,0,1,0,0
PW80,Yamaha PW80It's a blue yamaha pw80 year 2000. Asking 750 can't find out what's wrong it ran for 3 hours then i shut it off and it won't start again it has new starter and new piston on it and full tank of gas. Needs compression and new tail gate. Have seat and [...],$750,2000,Essex,MD,08/08/17 1:23 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f3165f89a0300ab6ed0e3f136cf0fa6b),0,0,1,0,0
KX65,KAWASAKI KX65Kawasaki green. Runs great. Low hours. Matching Kawasaki green helmet for $50 and matching Kawasaki green protective chest guard and gloves for $50. Asking $1100 OBO. Please text me at show contact info if interested. No trades.,"$1,100",NA,NW Omaha,NE,08/10/17 10:43 pm (19 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f33d67efa3e7afa0ae8a195179e71e69),0,0,1,0,0
TTR 50,"2001 ttr90 and 2008 ttr50Both bikes start up and run fine you can come and see for yourself, they both need nothing just looking to get rid of them today! Will sell separately but would like to sell them at the same time. I have work everyday at 4 so if you want to come see [...]",$800,2001,Warren,MI,08/07/17 3:49 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f35e48a00b743da0a559cace793255d9),0,0,1,0,0
Z50,"96 Z50R96 z50 runs great starts first kick, 3 speed automatic",$550,1996,Matthews,NC,08/07/17 6:20 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f42be882b9c737320a0b77ad35f3eb39),0,0,1,0,0
PW50,Yamaha PW 50Selling a Yamaha PW 50. Runs good and is pretty decent shape. I am not sure the year. I replaced top end when I purchased the bike two years ago. I will remove the add as soon as it sells. Thanks Eric show contact info,$650,NA,Lindstrom,MN,08/09/17 1:05 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f486f23c8e6f7a040188c825a618b365),0,0,1,0,0
CR85,"2006 Honda CR85 RB 85cc 85 Expert big wheel 2 stroke ready to ride!!2006 Honda CR85 RB Expert big wheel 2 stroke ready to ride!! Bike has new Dunlop Geomax tires and heavy duty tubes front and rear.. New tune up with fresh oil, new NGK br8eg spark plug and fresh gas.. Motorcycle is very easy to start and fun to ride [...]","$1,400",2006,Charlotte,NC,08/07/17 8:11 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f4b592655762961bb50b9fd6b34db37a),0,0,1,1,0
CR85,"2006 Honda CR85 RB 85cc 85 Expert big wheel 2 stroke ready to ride!!2006 Honda CR85 RB Expert big wheel 2 stroke ready to ride!! Bike has new Dunlop Geomax tires and heavy duty tubes front and rear.. New tune up with fresh oil, new NGK br8eg spark plug and fresh gas.. Motorcycle is very easy to start and fun to ride [...]","$1,400",2006,Charlotte,NC,08/07/17 8:11 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f4b592655762961bb50b9fd6b34db37a),0,0,1,1,0
CRF50,2005 honda crf50f w/ 88cc kit plus lots moreFor sale with clean pink in hand. 2005 honda crf50f pit bike 88cc kit Oil cooler Bigger carb Bbr triple clams and swingarm Ishock rear shock fully adjustable Faster minis front forks Bbr riser bars 3 speed w/ clutch kit Sdg seat Two brothe [...],"$2,500",2005,Santa Monica,CA,08/07/17 2:56 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f58ab504db91e9054b949f4b057cb67f),0,0,1,0,0
